,Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,equipment
1411,4U,2548,FRA,340,HDF,5557,,0,CRJ
1412,4U,2548,GVA,1665,DUS,345,,0,CRJ
1413,4U,2548,GVA,1665,HAM,342,,0,CRJ
1414,4U,2548,HAJ,352,BCN,1218,,0,319
1415,4U,2548,HAJ,352,CTA,1509,,0,319
1416,4U,2548,HAJ,352,DBV,1200,,0,319
1417,4U,2548,HAJ,352,FCO,1555,,0,319
1418,4U,2548,HAJ,352,HER,1452,,0,319
1419,4U,2548,HAJ,352,MXP,1524,,0,319
1420,4U,2548,HAJ,352,NAP,1561,,0,319
1421,4U,2548,HAJ,352,PMI,3998,,0,319
1422,4U,2548,HAJ,352,PRN,1742,,0,319
1423,4U,2548,HAJ,352,SAW,4317,,0,319
1424,4U,2548,HAJ,352,SKG,1486,,0,319
1425,4U,2548,HAJ,352,SPU,1206,,0,319
1426,4U,2548,HAJ,352,STN,548,,0,319
1427,4U,2548,HAJ,352,STR,350,,0,319
1428,4U,2548,HAJ,352,SUF,1508,,0,319
1429,4U,2548,HAJ,352,VCE,1551,,0,319
1430,4U,2548,HAJ,352,VIE,1613,,0,319
1431,4U,2548,HAM,342,AMS,580,,0,CRJ
1432,4U,2548,HAM,342,ARN,737,,0,CRJ
1433,4U,2548,HAM,342,BCN,1218,,0,319
1434,4U,2548,HAM,342,BGO,636,,0,CRJ
1435,4U,2548,HAM,342,BHX,469,,0,CRJ
1436,4U,2548,HAM,342,BIA,1321,,0,CRJ
1437,4U,2548,HAM,342,BUD,1489,,0,CRJ
1438,4U,2548,HAM,342,CDG,1382,,0,319 CRJ
1439,4U,2548,HAM,342,CGN,344,,0,319 CRJ
1440,4U,2548,HAM,342,CTA,1509,,0,319
1441,4U,2548,HAM,342,DBV,1200,,0,319
1442,4U,2548,HAM,342,FAO,1626,,0,319
1443,4U,2548,HAM,342,FCO,1555,,0,319
1444,4U,2548,HAM,342,FKB,4166,,0,CRJ
1445,4U,2548,HAM,342,FMM,3986,,0,CRJ
1446,4U,2548,HAM,342,GVA,1665,,0,CRJ
1447,4U,2548,HAM,342,HER,1452,,0,319
1448,4U,2548,HAM,342,KLU,4322,,0,319 CRJ
1449,4U,2548,HAM,342,LHR,507,,0,319 CRJ
1450,4U,2548,HAM,342,MAD,1229,,0,CRJ
1451,4U,2548,HAM,342,MAN,478,,0,CRJ
1452,4U,2548,HAM,342,MXP,1524,,0,319 CRJ
1453,4U,2548,HAM,342,NAP,1561,,0,319
1454,4U,2548,HAM,342,NCE,1354,,0,319
1455,4U,2548,HAM,342,NUE,347,,0,CRJ
1456,4U,2548,HAM,342,OLB,1520,,0,319
1457,4U,2548,HAM,342,OSL,644,,0,CRJ
1458,4U,2548,HAM,342,PMI,3998,,0,319
1459,4U,2548,HAM,342,PRG,1587,,0,CRJ
1460,4U,2548,HAM,342,PRN,1742,,0,319
1461,4U,2548,HAM,342,RJK,1205,,0,319
1462,4U,2548,HAM,342,SAW,4317,,0,319
1463,4U,2548,HAM,342,SKG,1486,,0,319
1464,4U,2548,HAM,342,SPU,1206,,0,319
1465,4U,2548,HAM,342,STR,350,,0,319 CRJ
1466,4U,2548,HAM,342,TLS,1273,,0,CRJ
1467,4U,2548,HAM,342,VCE,1551,,0,319 CRJ
1468,4U,2548,HAM,342,VIE,1613,,0,319 CRJ
1469,4U,2548,HAM,342,VRN,1550,,0,CRJ
1470,4U,2548,HAM,342,ZRH,1678,,0,319 CRJ
1471,4U,2548,HDF,5557,CGN,344,,0,CRJ
1472,4U,2548,HDF,5557,DTM,373,,0,319
1473,4U,2548,HDF,5557,DUS,345,,0,CRJ
1474,4U,2548,HDF,5557,FRA,340,,0,CRJ
1475,4U,2548,HDF,5557,STR,350,,0,CRJ
1476,4U,2548,HEL,421,TXL,351,,0,319
1477,4U,2548,HER,1452,CGN,344,,0,320 319
1478,4U,2548,HER,1452,DUS,345,,0,319
1479,4U,2548,HER,1452,HAJ,352,,0,319
1480,4U,2548,HER,1452,HAM,342,,0,319
1481,4U,2548,HER,1452,STR,350,,0,319
1482,4U,2548,HER,1452,TXL,351,,0,319
1483,4U,2548,IBZ,1225,CGN,344,,0,320 319
1484,4U,2548,IBZ,1225,DUS,345,,0,320
1485,4U,2548,IBZ,1225,STR,350,,0,319
1486,4U,2548,IBZ,1225,TXL,351,,0,319
1487,4U,2548,JMK,1468,CGN,344,,0,319
1488,4U,2548,JTR,1479,CGN,344,,0,319
1489,4U,2548,KGS,1458,CGN,344,,0,319
1490,4U,2548,KLU,4322,CGN,344,,0,CRJ
1491,4U,2548,KLU,4322,HAM,342,,0,319 CRJ
1492,4U,2548,KLU,4322,TXL,351,,0,319 CRJ
1493,4U,2548,KRK,669,STR,350,,0,CRJ
1494,4U,2548,KTW,671,DUS,345,,0,CRJ
1495,4U,2548,KVA,1462,CGN,344,,0,319 320
1496,4U,2548,KVA,1462,STR,350,,0,319
1497,4U,2548,LEJ,348,CGN,344,,0,CRJ 319 320
1498,4U,2548,LEJ,348,DUS,345,,0,CRJ
1499,4U,2548,LEJ,348,STR,350,,0,319 CRJ
